name,age,country,policytype,policytier,sumsssured,smokerdrinker,numdiseases,diseases,annualpremium,priceofvehicle,ageofvehicle,typeofvehicle,propertyvalue,propertyage,propertytype,propertysize,destinationcountry,tripdurationdays,existingmedicalcondition,healthcoverage,baggagecoverage,tripcancellationcoverage,accidentcoverage,trippremium
Maria Cooke,57,India,House,Standard,7660035,NaN,NaN,NaN,15473,NaN,NaN,NaN,8595334,18,House,846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Elizabeth Mendez,37,India,House,Standard,17113214,NaN,NaN,NaN,34740,NaN,NaN,NaN,17505426,27,House,1336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lisa Cervantes,35,India,House,Standard,11037026,NaN,NaN,NaN,22405,NaN,NaN,NaN,13250102,12,House,1301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Margaret Harper,67,India,House,Standard,7797208,NaN,NaN,NaN,15750,NaN,NaN,NaN,7820859,23,Apartment,1033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Thomas Harris,31,India,House,Standard,17305467,NaN,NaN,NaN,34611,NaN,NaN,NaN,19815762,3,Apartment,822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Eric Henry Jr.,36,India,House,Standard,7514308,NaN,NaN,NaN,15329,NaN,NaN,NaN,8126854,34,House,1184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Keith Graham,35,India,House,Standard,8032448,NaN,NaN,NaN,16226,NaN,NaN,NaN,8304641,20,Apartment,1477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Casey Wilkins,68,India,House,Standard,16708110,NaN,NaN,NaN,33750,NaN,NaN,NaN,19072080,28,House,918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michelle Davis DVM,63,India,House,Standard,11024540,NaN,NaN,NaN,22159,NaN,NaN,NaN,11740244,6,Apartment,1285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Matthew Sweeney,63,India,House,Standard,7139291,NaN,NaN,NaN,14421,NaN,NaN,NaN,7656104,6,House,1108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sherry Tapia,35,India,House,Standard,17340896,NaN,NaN,NaN,35029,NaN,NaN,NaN,17948812,13,Apartment,1420,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christie Mccullough,61,India,House,Standard,13233106,NaN,NaN,NaN,26599,NaN,NaN,NaN,16082968,9,Apartment,1432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Elizabeth Dean,50,India,House,Standard,13514266,NaN,NaN,NaN,27299,NaN,NaN,NaN,15850675,24,Apartment,1003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Scott Duke,41,India,House,Standard,9055897,NaN,NaN,NaN,18383,NaN,NaN,NaN,10883514,18,House,1166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Roberts,57,India,House,Standard,13404284,NaN,NaN,NaN,27211,NaN,NaN,NaN,15827450,21,House,1012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Heather Page,28,India,House,Standard,17525766,NaN,NaN,NaN,35227,NaN,NaN,NaN,18768134,18,Apartment,891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ronald Potter,43,India,House,Standard,8513147,NaN,NaN,NaN,17197,NaN,NaN,NaN,9011336,23,Apartment,1323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kimberly Fritz,35,India,House,Standard,15615377,NaN,NaN,NaN,31699,NaN,NaN,NaN,18310177,18,House,1036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Vickie Anderson,37,India,House,Standard,8000571,NaN,NaN,NaN,16001,NaN,NaN,NaN,9174515,9,Apartment,978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Megan Green,40,India,House,Standard,12367140,NaN,NaN,NaN,24858,NaN,NaN,NaN,12746354,3,Apartment,1236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Samantha Terry,55,India,House,Standard,6677714,NaN,NaN,NaN,13355,NaN,NaN,NaN,7662274,10,Apartment,941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lori Mason,54,India,House,Standard,17268571,NaN,NaN,NaN,34883,NaN,NaN,NaN,17932190,11,Apartment,1074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Antonio Mccormick,67,India,House,Standard,8039405,NaN,NaN,NaN,16320,NaN,NaN,NaN,9409784,29,House,1210,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Austin Baker,56,India,House,Standard,15691016,NaN,NaN,NaN,31696,NaN,NaN,NaN,19074642,10,House,1289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ryan Murphy,31,India,House,Standard,17387805,NaN,NaN,NaN,34776,NaN,NaN,NaN,19687156,3,Apartment,860,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dr. Andrea Marshall,66,India,House,Standard,14385428,NaN,NaN,NaN,29202,NaN,NaN,NaN,15597940,11,House,1382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jake Shaw,59,India,House,Standard,17474195,NaN,NaN,NaN,35123,NaN,NaN,NaN,17756892,15,Apartment,829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Nathan Nelson,33,India,House,Standard,12273619,NaN,NaN,NaN,24670,NaN,NaN,NaN,14400204,2,Apartment,1251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dana Ruiz,30,India,House,Standard,7511823,NaN,NaN,NaN,15174,NaN,NaN,NaN,7707369,21,Apartment,1494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jordan Williams,36,India,House,Standard,15175009,NaN,NaN,NaN,30654,NaN,NaN,NaN,16276214,13,Apartment,1433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Holly Scott,49,India,House,Standard,15083690,NaN,NaN,NaN,30469,NaN,NaN,NaN,15585438,9,House,1154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patricia Johnson,67,India,House,Standard,17549576,NaN,NaN,NaN,35275,NaN,NaN,NaN,17782990,20,Apartment,855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Richard Stevens,29,India,House,Standard,14609090,NaN,NaN,NaN,29364,NaN,NaN,NaN,15373361,2,Apartment,1307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mr. Michael Williams,34,India,House,Standard,10403340,NaN,NaN,NaN,21015,NaN,NaN,NaN,11541494,3,House,1138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Derrick Clayton,65,India,House,Standard,14922869,NaN,NaN,NaN,30293,NaN,NaN,NaN,18293073,15,House,1187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Heather Brown,37,India,House,Standard,15221363,NaN,NaN,NaN,30747,NaN,NaN,NaN,17113930,15,Apartment,1258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Aaron Schroeder,43,India,House,Standard,13954095,NaN,NaN,NaN,28048,NaN,NaN,NaN,15844540,3,Apartment,1469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ashley Edwards,41,India,House,Standard,16145537,NaN,NaN,NaN,32453,NaN,NaN,NaN,16847107,2,Apartment,1362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Virginia Henderson,44,India,House,Standard,17000536,NaN,NaN,NaN,34341,NaN,NaN,NaN,18196114,20,Apartment,1111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michele Smith,65,India,House,Standard,11779392,NaN,NaN,NaN,23677,NaN,NaN,NaN,13595875,14,Apartment,855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Young,39,India,House,Standard,14452984,NaN,NaN,NaN,29340,NaN,NaN,NaN,17565510,28,House,1284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Danielle Watson,31,India,House,Standard,10838548,NaN,NaN,NaN,21894,NaN,NaN,NaN,11220299,22,House,802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Timothy Hill,62,India,House,Standard,13503774,NaN,NaN,NaN,27278,NaN,NaN,NaN,16688723,6,House,1334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Scott Alexander,61,India,House,Standard,13410772,NaN,NaN,NaN,26956,NaN,NaN,NaN,15761472,6,House,943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Richard Adams,58,India,House,Standard,9490349,NaN,NaN,NaN,19171,NaN,NaN,NaN,10646456,13,House,923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michelle Jackson,61,India,House,Standard,17239129,NaN,NaN,NaN,34823,NaN,NaN,NaN,19525705,24,Apartment,1146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Troy Mills,62,India,House,Standard,18370169,NaN,NaN,NaN,37108,NaN,NaN,NaN,18776667,24,Apartment,1402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Miles,66,India,House,Standard,14853746,NaN,NaN,NaN,30005,NaN,NaN,NaN,18547070,15,Apartment,1403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jesse Lynch,67,India,House,Standard,16046837,NaN,NaN,NaN,32736,NaN,NaN,NaN,16781597,32,House,1243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amy Miller,36,India,House,Standard,18400757,NaN,NaN,NaN,37170,NaN,NaN,NaN,19106775,23,Apartment,1392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Blair,39,India,House,Standard,13667490,NaN,NaN,NaN,27882,NaN,NaN,NaN,13999587,32,House,1473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jorge Harris,66,India,House,Standard,17588214,NaN,NaN,NaN,35704,NaN,NaN,NaN,17717218,25,House,1054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lisa Ramirez,61,India,House,Standard,13897313,NaN,NaN,NaN,27934,NaN,NaN,NaN,15097490,13,Apartment,936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jaclyn Watson,42,India,House,Standard,11595291,NaN,NaN,NaN,23654,NaN,NaN,NaN,12514930,35,House,1360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Larry Harding,39,India,House,Standard,10844727,NaN,NaN,NaN,22015,NaN,NaN,NaN,11018395,22,House,1439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jill Powers,61,India,House,Standard,17641651,NaN,NaN,NaN,35636,NaN,NaN,NaN,19418474,16,Apartment,1465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lauren Walker,57,India,House,Standard,11567116,NaN,NaN,NaN,23481,NaN,NaN,NaN,12908662,35,House,918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
John Pierce,56,India,House,Standard,17976368,NaN,NaN,NaN,36492,NaN,NaN,NaN,18693041,27,House,1227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Philip Cannon,59,India,House,Standard,7527578,NaN,NaN,NaN,15130,NaN,NaN,NaN,9286278,9,House,825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Angelica Tucker,29,India,House,Standard,10166522,NaN,NaN,NaN,20435,NaN,NaN,NaN,10853806,9,Apartment,1073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sherry Decker,46,India,House,Standard,7756992,NaN,NaN,NaN,15669,NaN,NaN,NaN,8540738,24,Apartment,1102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Fred Smith,51,India,House,Standard,14028050,NaN,NaN,NaN,28196,NaN,NaN,NaN,15093275,23,Apartment,904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Paula Moreno,37,India,House,Standard,11317308,NaN,NaN,NaN,22861,NaN,NaN,NaN,11486190,3,House,1323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cassandra Gaines,28,India,House,Standard,13746037,NaN,NaN,NaN,27630,NaN,NaN,NaN,14488821,0,Apartment,1120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tricia Valencia,60,India,House,Standard,16853202,NaN,NaN,NaN,34043,NaN,NaN,NaN,17911297,20,Apartment,1253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Francisco Johns,49,India,House,Standard,12917606,NaN,NaN,NaN,26094,NaN,NaN,NaN,13669672,24,Apartment,1402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Barbara Hunt,27,India,House,Standard,10133598,NaN,NaN,NaN,20470,NaN,NaN,NaN,12435483,21,Apartment,1259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ryan Mcmahon,35,India,House,Standard,16027246,NaN,NaN,NaN,32375,NaN,NaN,NaN,19832587,12,Apartment,1326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Monica Allen,50,India,House,Standard,15437192,NaN,NaN,NaN,31029,NaN,NaN,NaN,16838175,5,Apartment,1070,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Holly Wood,28,India,House,Standard,6136435,NaN,NaN,NaN,12396,NaN,NaN,NaN,7594709,9,House,1138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Eric Cox,26,India,House,Standard,16778081,NaN,NaN,NaN,34060,NaN,NaN,NaN,17513990,31,House,852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jason Rocha,39,India,House,Standard,11400378,NaN,NaN,NaN,23143,NaN,NaN,NaN,13507679,33,House,874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Steven Blevins,59,India,House,Standard,14750767,NaN,NaN,NaN,29649,NaN,NaN,NaN,16234324,13,Apartment,869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Holly Vega,35,India,House,Standard,8433724,NaN,NaN,NaN,16952,NaN,NaN,NaN,9042590,6,Apartment,1157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Noah Rhodes,33,India,House,Standard,12518480,NaN,NaN,NaN,25287,NaN,NaN,NaN,13553183,24,Apartment,1100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Daniel Wagner,63,India,House,Standard,15797478,NaN,NaN,NaN,31753,NaN,NaN,NaN,16917633,3,Apartment,1464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pamela White,52,India,House,Standard,10800181,NaN,NaN,NaN,21708,NaN,NaN,NaN,11532368,1,Apartment,1457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Ferrell,29,India,House,Standard,12620380,NaN,NaN,NaN,25493,NaN,NaN,NaN,13898370,16,House,916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ryan Munoz,65,India,House,Standard,7602372,NaN,NaN,NaN,15509,NaN,NaN,NaN,7914493,32,House,1329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stacy Harper,28,India,House,Standard,13537464,NaN,NaN,NaN,27346,NaN,NaN,NaN,15667227,12,House,844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gloria Mckinney,60,India,House,Standard,7407193,NaN,NaN,NaN,14888,NaN,NaN,NaN,9109881,20,Apartment,971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joshua Reed,45,India,House,Standard,15191815,NaN,NaN,NaN,30687,NaN,NaN,NaN,18061500,6,House,1018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patrick Thornton,37,India,House,Standard,18686263,NaN,NaN,NaN,37746,NaN,NaN,NaN,19938209,23,Apartment,1245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Hill,52,India,House,Standard,12386356,NaN,NaN,NaN,24897,NaN,NaN,NaN,15204520,2,Apartment,1139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Whitney Gomez,64,India,House,Standard,11307964,NaN,NaN,NaN,22842,NaN,NaN,NaN,11726314,18,Apartment,1371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Katherine White,51,India,House,Standard,12631026,NaN,NaN,NaN,25767,NaN,NaN,NaN,14338943,40,House,1197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Carol Sanders,53,India,House,Standard,6235889,NaN,NaN,NaN,12596,NaN,NaN,NaN,7783383,17,Apartment,1198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Casey Perez,25,India,House,Standard,8301127,NaN,NaN,NaN,16768,NaN,NaN,NaN,8560950,22,Apartment,1399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Benjamin Reyes,66,India,House,Standard,14682235,NaN,NaN,NaN,29658,NaN,NaN,NaN,15936204,19,House,908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Zachary Hicks,35,India,House,Standard,13281468,NaN,NaN,NaN,26829,NaN,NaN,NaN,14842987,1,House,1190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joseph Smith,56,India,House,Standard,9611074,NaN,NaN,NaN,19510,NaN,NaN,NaN,11188734,34,House,939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Shannon Miller,61,India,House,Standard,9031629,NaN,NaN,NaN,18244,NaN,NaN,NaN,9917186,0,House,1105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Paul Lawrence,40,India,House,Standard,9028247,NaN,NaN,NaN,18056,NaN,NaN,NaN,9871859,0,Apartment,926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Donald Miller,54,India,House,Standard,13903207,NaN,NaN,NaN,27945,NaN,NaN,NaN,16511915,9,Apartment,1360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brenda Perez,26,India,House,Standard,9248595,NaN,NaN,NaN,18590,NaN,NaN,NaN,11052356,5,Apartment,1222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Carlos Miller,67,India,House,Standard,10967739,NaN,NaN,NaN,21935,NaN,NaN,NaN,11740303,5,Apartment,998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Nicole Williams,25,India,House,Standard,6853053,NaN,NaN,NaN,13980,NaN,NaN,NaN,8412484,35,House,1362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Barker,70,India,House,Standard,8156517,NaN,NaN,NaN,16395,NaN,NaN,NaN,8630159,6,Apartment,1056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tamara Harris,25,India,House,Standard,12151489,NaN,NaN,NaN,24546,NaN,NaN,NaN,13050757,21,Apartment,1165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cristian Santos,59,India,House,Standard,10607770,NaN,NaN,NaN,21322,NaN,NaN,NaN,12283807,6,Apartment,1434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gina Moore,47,India,House,Standard,10803479,NaN,NaN,NaN,22039,NaN,NaN,NaN,13008733,37,House,1431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Robert Mclean,39,India,House,Standard,10905305,NaN,NaN,NaN,22029,NaN,NaN,NaN,13615185,10,House,1123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
William Miller,63,India,House,Standard,10857900,NaN,NaN,NaN,22042,NaN,NaN,NaN,11216584,17,House,1456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cynthia Green,50,India,House,Standard,16804754,NaN,NaN,NaN,34114,NaN,NaN,NaN,18901463,29,House,1139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tamara Riddle,63,India,House,Standard,14559181,NaN,NaN,NaN,29264,NaN,NaN,NaN,15670024,5,Apartment,1364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Poole,39,India,House,Standard,11557379,NaN,NaN,NaN,23115,NaN,NaN,NaN,12207954,8,Apartment,943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jose Ramirez,67,India,House,Standard,8135753,NaN,NaN,NaN,16353,NaN,NaN,NaN,8782825,16,Apartment,877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jackie Clements,68,India,House,Standard,15668719,NaN,NaN,NaN,31494,NaN,NaN,NaN,17212343,1,Apartment,1214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Monica Ellis,57,India,House,Standard,14542929,NaN,NaN,NaN,29377,NaN,NaN,NaN,16554279,11,Apartment,1283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Claudia Jordan,59,India,House,Standard,17825802,NaN,NaN,NaN,36008,NaN,NaN,NaN,19801504,14,Apartment,1097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kenneth Knight,69,India,House,Standard,12001925,NaN,NaN,NaN,24244,NaN,NaN,NaN,14156950,21,Apartment,1172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Denise Brown,55,India,House,Standard,15787017,NaN,NaN,NaN,31732,NaN,NaN,NaN,18978327,14,Apartment,969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Laura Jones,62,India,House,Standard,16081962,NaN,NaN,NaN,32486,NaN,NaN,NaN,16992759,23,Apartment,1475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ian Porter,68,India,House,Standard,6645323,NaN,NaN,NaN,13490,NaN,NaN,NaN,8178132,14,House,1024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kenneth Sharp,57,India,House,Standard,11215313,NaN,NaN,NaN,22543,NaN,NaN,NaN,11426181,16,Apartment,843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kristen Sloan,27,India,House,Standard,11320719,NaN,NaN,NaN,22868,NaN,NaN,NaN,14011121,2,House,1280,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jennifer Morris,55,India,House,Standard,11846761,NaN,NaN,NaN,23930,NaN,NaN,NaN,12937011,16,House,905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Justin Page,30,India,House,Standard,9557709,NaN,NaN,NaN,19402,NaN,NaN,NaN,10416715,23,House,1185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Heather HerNaNdez,27,India,House,Standard,14604289,NaN,NaN,NaN,29647,NaN,NaN,NaN,16168165,14,House,1057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Anita Luna,65,India,House,Standard,10648480,NaN,NaN,NaN,21723,NaN,NaN,NaN,13288681,38,House,1298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Robert Waller,28,India,House,Standard,13435523,NaN,NaN,NaN,26871,NaN,NaN,NaN,14880275,2,Apartment,969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Angelica Clark,62,India,House,Standard,9639351,NaN,NaN,NaN,19279,NaN,NaN,NaN,11048668,5,Apartment,953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sean Hatfield,66,India,House,Standard,9127036,NaN,NaN,NaN,18437,NaN,NaN,NaN,9485251,13,Apartment,1476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joshua Blair,60,India,House,Standard,13119297,NaN,NaN,NaN,26632,NaN,NaN,NaN,15578508,30,House,1491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jessica Holmes,62,India,House,Standard,14845785,NaN,NaN,NaN,29840,NaN,NaN,NaN,18359207,7,Apartment,1220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mark Perez,27,India,House,Standard,15738243,NaN,NaN,NaN,31634,NaN,NaN,NaN,17437944,20,Apartment,964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Shannon Jones,58,India,House,Standard,9809439,NaN,NaN,NaN,19619,NaN,NaN,NaN,9963987,8,Apartment,857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Timothy Duncan,29,India,House,Standard,13524302,NaN,NaN,NaN,27319,NaN,NaN,NaN,14302428,23,Apartment,1413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Douglas Ryan,43,India,House,Standard,8925706,NaN,NaN,NaN,18208,NaN,NaN,NaN,8938621,38,House,1021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Anna Estes,54,India,House,Standard,8585054,NaN,NaN,NaN,17514,NaN,NaN,NaN,10361635,38,House,1024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Aimee Gonzalez,59,India,House,Standard,9969460,NaN,NaN,NaN,20138,NaN,NaN,NaN,10551509,10,House,1438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Danielle Smith,53,India,House,Standard,13229174,NaN,NaN,NaN,26591,NaN,NaN,NaN,15107966,7,Apartment,1410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ashley Moreno,30,India,House,Standard,9059741,NaN,NaN,NaN,18210,NaN,NaN,NaN,9321504,16,Apartment,816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kelly Haynes,37,India,House,Standard,15551013,NaN,NaN,NaN,31413,NaN,NaN,NaN,18981786,19,Apartment,1229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brittney Martin,51,India,House,Standard,16144363,NaN,NaN,NaN,32612,NaN,NaN,NaN,17813762,25,Apartment,1414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jason Herrera,46,India,House,Standard,8228335,NaN,NaN,NaN,16621,NaN,NaN,NaN,9063468,19,Apartment,1293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christine Parker,61,India,House,Standard,16696336,NaN,NaN,NaN,34061,NaN,NaN,NaN,18884336,33,House,1464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Bryan Moore,40,India,House,Standard,18967988,NaN,NaN,NaN,38505,NaN,NaN,NaN,19204504,14,House,1342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amanda Sullivan MD,36,India,House,Standard,11488960,NaN,NaN,NaN,23208,NaN,NaN,NaN,13896087,13,Apartment,1158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Danielle Murray,42,India,House,Standard,11119923,NaN,NaN,NaN,22573,NaN,NaN,NaN,11400918,38,House,885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jacqueline Mccoy,32,India,House,Standard,11218958,NaN,NaN,NaN,22550,NaN,NaN,NaN,11825249,22,Apartment,993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jim Newton,69,India,House,Standard,13782355,NaN,NaN,NaN,27840,NaN,NaN,NaN,17197015,16,Apartment,1335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Krista Wilson,60,India,House,Standard,8990422,NaN,NaN,NaN,18251,NaN,NaN,NaN,10946353,23,House,1123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Reginald Morrow,59,India,House,Standard,17897028,NaN,NaN,NaN,36331,NaN,NaN,NaN,18431630,16,House,1399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Zachary Cole,31,India,House,Standard,16141793,NaN,NaN,NaN,32768,NaN,NaN,NaN,16973594,25,House,1174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Robert Gonzales,60,India,House,Standard,14651386,NaN,NaN,NaN,29742,NaN,NaN,NaN,16762783,11,House,1370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patricia Young PhD,28,India,House,Standard,13568422,NaN,NaN,NaN,27680,NaN,NaN,NaN,15616148,36,House,1059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
